concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,valor_premio,local
1042,24/01/2009,13,18,25,30,46,51,0,0.0,"Caminhão da Sorte em MACEIÓ, AL"
1043,28/01/2009,14,21,25,48,51,60,0,0.0,"Caminhão da Sorte em ARAPIRACA, AL"
1044,31/01/2009,10,11,13,35,39,58,0,0.0,"Caminhão da Sorte em ARAPIRACA, AL"
1045,04/02/2009,1,5,6,17,31,50,0,0.0,"Caminhão da Sorte em ITABUNA, BA"
1046,07/02/2009,28,40,42,54,55,57,1,23031543.81,"Caminhão da Sorte em ITABUNA, BA"
1047,11/02/2009,1,2,8,10,14,48,0,0.0,"Caminhão da Sorte em ILHÉUS, BA"
1048,14/02/2009,3,16,21,28,38,57,1,3901088.76,"Caminhão da Sorte em ILHÉUS, BA"
1049,18/02/2009,2,5,17,29,34,52,1,1636050.81,"Caminhão da Sorte em ARACATI, CE"
1050,21/02/2009,14,24,26,33,45,60,0,0.0,"Caminhão da Sorte em ARACATI, CE"
1051,25/02/2009,7,10,11,13,43,57,0,0.0,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ"
1052,28/02/2009,8,11,15,16,52,57,1,14557865.34,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ"
1053,04/03/2009,15,27,34,42,49,53,1,1629650.34,"Caminhão da Sorte em PETRÓPOLIS, RJ"
1054,07/03/2009,13,14,18,27,41,60,0,0.0,"Caminhão da Sorte em PETRÓPOLIS, RJ"
1055,11/03/2009,12,15,16,20,27,32,2,5273833.35,"Caminhão da Sorte em PARANAVAÍ, PR"
1056,14/03/2009,6,8,38,50,53,59,1,1872397.32,"Caminhão da Sorte em PARANAVAÍ, PR"
1057,18/03/2009,2,3,4,15,49,59,0,0.0,"Caminhão da Sorte em UMUARAMA, PR"
1058,21/03/2009,18,20,24,45,51,57,1,3671709.67,"Caminhão da Sorte em UMUARAMA, PR"
1059,25/03/2009,1,12,14,16,37,45,1,1600783.97,"Caminhão da Sorte em CAMPOS DOS GOYTACAZES, RJ"
1060,28/03/2009,1,3,16,18,41,42,1,8287163.48,"Caminhão da Sorte em CAMPOS DOS GOYTACAZES, RJ"
1061,01/04/2009,9,21,23,30,41,56,0,0.0,"Caminhão da Sorte em IVINHEMA, MS"
1062,04/04/2009,2,8,23,33,37,55,0,0.0,"Caminhão da Sorte em NAVIRAÍ, MS"
1063,08/04/2009,1,22,44,47,49,50,0,0.0,"Caminhão da Sorte em LONDRINA, PR"
1064,11/04/2009,4,16,19,28,29,49,0,0.0,"Caminhão da Sorte em LONDRINA, PR"
1065,15/04/2009,7,19,30,39,43,57,0,0.0,"Caminhão da Sorte em IVAIPORÃ, PR"
1066,18/04/2009,6,10,25,32,43,49,0,0.0,"Caminhão da Sorte em IVAIPORÃ, PR"
1067,22/04/2009,4,10,14,25,28,56,0,0.0,"Caminhão da Sorte em SÃO PAULO, SP"
1068,25/04/2009,25,27,44,47,48,57,0,0.0,"Caminhão da Sorte em RANCHARIA, SP"
1069,29/04/2009,9,17,28,45,49,53,1,36400425.15,"Caminhão da Sorte em IMBITUVA, PR"
1070,02/05/2009,5,8,16,23,41,53,2,8120833.45,"Caminhão da Sorte em IMBITUVA, PR, PR"
1071,06/05/2009,5,7,37,43,53,54,0,0.0,"Caminhão da Sorte em SÃO PAULO, SP"
1072,09/05/2009,9,18,19,43,47,54,0,0.0,"Caminhão da Sorte em LENÇÓIS PAULISTA, SP"
1073,13/05/2009,8,25,32,34,36,44,0,0.0,"Caminhão da Sorte em SÃO PEDRO DA ALDEIA, RJ"
1074,16/05/2009,3,10,23,29,47,50,0,0.0,"Caminhão da Sorte em SÃO PEDRO DA ALDEIA, RJ"
1075,20/05/2009,10,12,16,21,39,53,0,0.0,"Caminhão da Sorte em SÃO PAULO, SP"
1076,23/05/2009,4,10,19,32,33,42,0,0.0,"Caminhão da Sorte em PATOS DE MINAS, MG"
1077,27/05/2009,5,6,9,11,18,37,2,14486088.42,"Caminhão da Sorte em SÃO SIMÃO, SP"
1078,30/05/2009,3,6,34,41,43,45,0,0.0,"Caminhão da Sorte em PRADÓPOLIS, SP"
1079,03/06/2009,5,12,24,28,36,37,1,4033499.58,"Caminhão da Sorte em SÃO PAULO, SP"
1080,06/06/2009,11,18,20,34,41,56,0,0.0,"Caminhão da Sorte em SÃO LUIS DE MONTES BELOS, GO"
1081,10/06/2009,9,16,24,29,52,56,0,0.0,"Caminhão da Sorte em QUISSAMÃ, RJ"
1082,13/06/2009,4,17,38,40,50,55,0,0.0,"Caminhão da Sorte em QUISSAMÃ, RJ"
1083,17/06/2009,10,20,23,28,42,43,0,0.0,"Caminhão da Sorte em CAMPINA GRANDE, PB"
1084,20/06/2009,5,20,29,33,40,59,0,0.0,"Caminhão da Sorte em CAMPINA GRANDE, PB"
1085,24/06/2009,12,21,39,40,50,55,0,0.0,"Caminhão da Sorte em PATOS, PB"
1086,27/06/2009,2,4,6,10,23,45,4,13904065.2,"Caminhão da Sorte em PATOS, PB"
1087,01/07/2009,3,20,28,32,36,46,0,0.0,"Caminhão da Sorte em CAMPO MOURÃO, PR"
1088,04/07/2009,6,24,31,35,42,57,0,0.0,"Caminhão da Sorte em CAMPO MOURÃO, PR"
1089,08/07/2009,2,18,20,32,37,48,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1090,11/07/2009,9,20,24,36,40,42,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1091,15/07/2009,17,23,24,27,49,56,0,0.0,"Caminhão da Sorte em CRATO, CE"
1092,18/07/2009,1,9,30,33,34,40,0,0.0,"Caminhão da Sorte em CRATO, CE"
1093,22/07/2009,19,23,27,38,41,49,0,0.0,"Caminhão da Sorte em CURRAIS NOVOS, RN"
1094,25/07/2009,9,10,21,36,41,48,1,55863193.02,"Caminhão da Sorte em CURRAIS NOVOS, RN"
1095,29/07/2009,10,16,21,23,27,36,0,0.0,"Caminhão da Sorte em RIO BRANCO, AC"
1096,01/08/2009,3,13,14,16,41,52,0,0.0,"Caminhão da Sorte em RIO BRANCO, AC"
1097,05/08/2009,1,17,21,33,48,56,1,34907671.59,"Caminhão da Sorte em ROLIM DE MOURA, RO"
1098,08/08/2009,11,20,21,30,50,52,1,2656519.77,"Caminhão da Sorte em JI-PARANÁ, RO"
1099,12/08/2009,14,31,35,38,44,55,0,0.0,"Caminhão da Sorte em ARIQUEMES, RO"
1100,15/08/2009,7,17,18,33,41,42,0,0.0,"Caminhão da Sorte em PORTO VELHO, RO"
1101,19/08/2009,6,7,10,12,24,57,1,22310116.55,"Caminhão da Sorte em MACAPÁ, AP"
1102,22/08/2009,9,11,23,35,46,51,0,0.0,"Caminhão da Sorte em SANTANA, AP"
1103,26/08/2009,10,19,28,41,55,56,0,0.0,"Caminhão da Sorte em BARRETOS, SP"
1104,29/08/2009,2,3,6,35,49,58,0,0.0,"Caminhão da Sorte em BARRETOS, SP"
1105,02/09/2009,1,15,28,43,50,57,1,21878202.24,"Caminhão da Sorte em NOVO HAMBURGO, RS"
1106,05/09/2009,4,15,43,47,50,60,0,0.0,"Caminhão da Sorte em NOVO HAMBURGO, RS"
1107,09/09/2009,3,9,20,36,53,54,0,0.0,"Caminhão da Sorte em PARAUAPEBAS, PA"
1108,12/09/2009,7,9,39,43,44,60,0,0.0,"Caminhão da Sorte em MARABÁ, PA"
1109,16/09/2009,6,8,11,14,29,52,0,0.0,"Caminhão da Sorte em IGREJINHA, RS"
1110,19/09/2009,6,14,26,28,42,45,2,12343077.59,"Caminhão da Sorte em MONTENEGRO, RS"
1111,23/09/2009,4,9,25,32,33,43,1,2100928.15,"Caminhão da Sorte em MESQUITA, RJ"
1112,26/09/2009,4,32,34,43,52,58,0,0.0,"Caminhão da Sorte em MESQUITA, RJ"
1113,30/09/2009,3,6,29,36,47,59,2,2321158.61,"Caminhão da Sorte em MANAUS, AM"
1114,03/10/2009,3,15,16,22,25,54,1,2310563.74,"Caminhão da Sorte em MANAUS, AM"
1115,07/10/2009,18,30,37,41,44,50,0,0.0,"Caminhão da Sorte em BOA VISTA, RR"
1116,10/10/2009,4,9,13,17,20,47,1,14545870.49,"Caminhão da Sorte em BOA VISTA, RR"
1117,14/10/2009,1,6,17,27,35,40,0,0.0,"Caminhão da Sorte em CHAPECÓ, SC"
1118,17/10/2009,8,20,21,43,44,55,0,0.0,"Caminhão da Sorte em CHAPECÓ, SC"
1119,21/10/2009,10,34,41,44,45,54,0,0.0,"Caminhão da Sorte em TIMBÓ, SC"
1120,24/10/2009,7,35,40,44,50,55,0,0.0,"Caminhão da Sorte em TIMBÓ, SC"
1121,28/10/2009,4,17,18,54,56,59,1,22023474.44,"Caminhão da Sorte em PARNAÍBA, PI"
1122,31/10/2009,26,44,46,49,55,56,0,0.0,"Caminhão da Sorte em PARNAÍBA, PI"
1123,04/11/2009,4,14,19,39,45,60,0,0.0,"Caminhão da Sorte em SANTA MARIA, RS"
1124,07/11/2009,7,11,16,18,33,49,0,0.0,"Caminhão da Sorte em SANTA MARIA, RS"
1125,11/11/2009,3,7,29,33,42,56,1,19093732.19,"Caminhão da Sorte em SÃO MIGUEL DO OESTE, SC"
1126,14/11/2009,4,31,42,52,57,59,0,0.0,"Caminhão da Sorte em SÃO MIGUEL DO OESTE, SC"
1127,18/11/2009,5,8,14,24,29,30,3,1463875.35,"Caminhão da Sorte em RIO NEGRO, PR"
1128,21/11/2009,8,16,24,39,52,60,1,1903809.92,"Caminhão da Sorte em RIO NEGRO, PR"
1129,25/11/2009,12,17,19,32,47,55,0,0.0,"Caminhão da Sorte em DOIS VIZINHOS, PR"
1130,28/11/2009,5,18,23,32,49,54,0,0.0,"Caminhão da Sorte em DOIS VIZINHOS, PR"
1131,02/12/2009,1,8,16,34,36,49,0,0.0,"Caminhão da Sorte em RIBEIRÃO PRETO,, SP"
1132,05/12/2009,12,27,30,33,52,55,0,0.0,"Caminhão da Sorte em SERTÃOZINHO, SP"
1133,09/12/2009,5,10,16,21,39,58,1,23878446.59,"Caminhão da Sorte em VOTUPORANGA, SP"
1134,12/12/2009,9,22,29,36,51,56,0,0.0,"Caminhão da Sorte em VOTUPORANGA, SP"
1135,16/12/2009,4,5,6,19,23,39,1,16270571.71,"Caminhão da Sorte em PRUDENTÓPOLIS, PR"
1136,19/12/2009,7,31,32,34,37,43,0,0.0,"Caminhão da Sorte em PRUDENTÓPOLIS, PR"
1137,22/12/2009,19,21,25,28,43,50,0,0.0,"Caminhão da Sorte em TUBARÃO, SC"
1138,24/12/2009,2,4,15,18,25,36,0,0.0,"Caminhão da Sorte em TUBARÃO, SC"
1139,26/12/2009,9,28,31,36,37,42,0,0.0,"Caminhão da Sorte em TUBARÃO, SC"
1140,31/12/2009,10,27,40,46,49,58,2,72450747.46,"Caminhão da Sorte em SÃO PAULO, SP"
1141,02/01/2010,9,37,40,50,58,60,0,0.0,"Caminhão da Sorte em TRAMANDAÍ, RS"
1142,06/01/2010,3,15,26,28,31,58,0,0.0,"Caminhão da Sorte em PENEDO, AL"
1143,09/01/2010,3,30,35,44,47,60,0,0.0,"Caminhão da Sorte em PENEDO, AL"
1144,13/01/2010,1,10,18,19,44,49,0,0.0,"Caminhão da Sorte em TORRES, RS"
1145,16/01/2010,3,16,19,24,33,60,1,14836725.73,"Caminhão da Sorte em TORRES, RS"
1146,20/01/2010,6,10,28,33,34,53,0,0.0,"Caminhão da Sorte em MACEIÓ, AL"
1147,23/01/2010,6,23,31,33,39,52,0,0.0,"Caminhão da Sorte em MACEIÓ, AL"
1148,27/01/2010,27,28,29,32,48,55,0,0.0,"Caminhão da Sorte em CERQUEIRA CÉSAR, SP"
1149,30/01/2010,7,8,23,36,46,54,0,0.0,"Caminhão da Sorte em CERQUEIRA CESAR, SP"
1150,03/02/2010,15,17,28,31,35,52,0,0.0,"Caminhão da Sorte em ITU, SP"
1151,06/02/2010,1,4,14,21,25,51,0,0.0,"Caminhão da Sorte em ITU, SP"
1152,10/02/2010,14,20,29,36,44,47,0,0.0,"Caminhão da Sorte em SANTOS, SP"
1153,13/02/2010,6,17,19,34,46,55,0,0.0,"Caminhão da Sorte em SANTOS, SP"
1154,17/02/2010,4,12,14,21,26,28,0,0.0,"Caminhão da Sorte em GUARUJÁ, SP"
1155,20/02/2010,20,28,40,41,51,58,0,0.0,"Caminhão da Sorte em GUARUJÁ, SP"
1156,24/02/2010,9,24,31,44,48,49,0,0.0,"Caminhão da Sorte em FLORIANÓPOLIS, SC"
1157,27/02/2010,9,29,41,43,46,49,4,18179694.01,"Caminhão da Sorte em FLORIANÓPOLIS, SC"
1158,03/03/2010,23,30,31,54,55,60,0,0.0,"Caminhão da Sorte em SÃO JOÃO BATISTA, SC"
1159,06/03/2010,5,6,34,46,53,55,0,0.0,"Caminhão da Sorte em SÃO JOÃO BATISTA, SC"
1160,10/03/2010,1,3,5,18,40,48,1,29887804.73,"Caminhão da Sorte em DIONÍSIO CERQUEIRA, SC"
1161,13/03/2010,4,7,42,47,48,51,0,0.0,"Caminhão da Sorte em DIONÍSIO CERQUEIRA, SC"
1162,17/03/2010,18,22,25,30,31,41,0,0.0,"Caminhão da Sorte em FRANCISCO BELTRÃO, PR"
1163,20/03/2010,5,17,31,47,51,53,0,0.0,"Caminhão da Sorte em FRANCISCO BELTRÃO, PR"
1164,24/03/2010,6,14,17,26,40,49,0,0.0,"Caminhão da Sorte em UNIÃO DA VITÓRIA, PR"
1165,27/03/2010,20,40,42,52,54,60,0,0.0,"Caminhão da Sorte em UNIÃO DA VITÓRIA, PR"
1166,31/03/2010,22,28,30,31,35,54,0,0.0,"Caminhão da Sorte em JACAREÍ, SP"
1167,03/04/2010,20,28,43,51,52,56,0,0.0,"Caminhão da Sorte em JACAREÍ, SP"
1168,07/04/2010,4,5,20,47,53,56,0,0.0,"Caminhão da Sorte em CAFELÂNDIA, SP"
1169,10/04/2010,1,11,14,23,42,48,1,46206248.49,"Caminhão da Sorte em CAFELÂNDIA, SP"
1170,14/04/2010,11,13,27,34,46,49,1,19095125.12,"Caminhão da Sorte em TRÊS LAGOAS, MS"
1171,17/04/2010,3,10,13,30,41,57,0,0.0,"Caminhão da Sorte em TRÊS LAGOAS, MS"
1172,20/04/2010,6,12,28,43,52,56,0,0.0,"Caminhão da Sorte em JACIARA, MT"
1173,24/04/2010,5,7,24,25,36,47,0,0.0,"Caminhão da Sorte em CÁCERES, MT"
1174,28/04/2010,6,7,39,47,51,52,0,0.0,"Caminhão da Sorte em CÁCERES, MT"
1175,30/04/2010,2,3,12,16,37,47,0,0.0,"Caminhão da Sorte em CÁCERES, MT"
1176,05/05/2010,11,14,21,30,33,49,0,0.0,"Caminhão da Sorte em SÃO GABRIEL DO OESTE, MS"
1177,08/05/2010,33,38,47,50,52,55,1,32015488.03,"Caminhão da Sorte em SÃO GABRIEL DO OESTE, MS"
1178,12/05/2010,1,22,30,45,50,53,0,0.0,"Caminhão da Sorte em MARINGÁ, PR"
1179,15/05/2010,5,22,28,47,59,60,0,0.0,"Caminhão da Sorte em MARINGÁ, PR"
1180,19/05/2010,12,30,34,44,57,60,0,0.0,"Caminhão da Sorte em SANTA RITA DO PASSA QUATRO, SP"
1181,22/05/2010,18,20,26,31,44,45,0,0.0,"Caminhão da Sorte em SANTA RITA DO PASSA QUATRO, SP"
1182,26/05/2010,2,4,29,52,56,60,0,0.0,"Caminhão da Sorte em BRASÍLIA, DF"
1183,29/05/2010,5,10,12,20,29,37,4,8393631.32,"Caminhão da Sorte em EMBU, SP"
1184,02/06/2010,4,9,23,27,28,30,0,0.0,"Caminhão da Sorte em CAMPOS DOS GOYTACAZES, RJ"
1185,05/06/2010,2,10,21,35,43,54,0,0.0,"Caminhão da Sorte em CAMPOS DOS GOYTACAZES, RJ"
1186,09/06/2010,7,8,12,13,15,41,1,21726964.78,"Caminhão da Sorte em MACAÉ, RJ"
1187,12/06/2010,8,17,19,40,43,49,0,0.0,"Caminhão da Sorte em MACAÉ, RJ"
1188,16/06/2010,9,20,44,52,59,60,0,0.0,"Caminhão da Sorte em ITAPERUNA, RJ"
1189,19/06/2010,14,21,27,31,35,50,0,0.0,"Caminhão da Sorte em ITAPERUNA, RJ"
1190,23/06/2010,10,11,19,37,53,56,2,9806336.06,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ"
1191,26/06/2010,3,11,16,22,25,33,0,0.0,"Caminhão da Sorte em SÃO JOÃO DA BARRA, RJ"
1192,30/06/2010,17,20,49,52,57,59,0,0.0,"Caminhão da Sorte em RIBEIRÃO PRETO, SP"
1193,03/07/2010,2,9,12,14,32,54,0,0.0,"Caminhão da Sorte em RIBEIRÃO PRETO, SP"
1194,07/07/2010,6,13,24,41,50,53,0,0.0,"Caminhão da Sorte em ANDRADINA, SP"
1195,10/07/2010,17,20,26,27,55,57,1,20642817.77,"Caminhão da Sorte em ANDRADINA, SP"
1196,14/07/2010,3,6,19,20,58,60,0,0.0,"Caminhão da Sorte em ITUIUTABA, MG"
1197,17/07/2010,36,37,39,49,54,60,0,0.0,"Caminhão da Sorte em ITUIUTABA, MG"
1198,21/07/2010,22,29,36,41,48,58,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1199,24/07/2010,16,19,23,28,39,58,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1200,28/07/2010,3,10,11,39,54,56,1,21815376.29,"Caminhão da Sorte em ARUANÃ, GO"
1201,31/07/2010,28,32,36,49,55,60,0,0.0,"Caminhão da Sorte em ARUANÃ, GO"
1202,04/08/2010,8,9,11,48,53,60,0,0.0,"Caminhão da Sorte em PATROCÍNIO, MG"
1203,07/08/2010,7,9,30,33,38,55,0,0.0,"Caminhão da Sorte em PATROCÍNIO, MG"
1204,11/08/2010,5,10,25,39,43,52,0,0.0,"Caminhão da Sorte em BAURU, SP"
1205,14/08/2010,4,13,14,26,29,35,0,0.0,"Caminhão da Sorte em BAURU, SP"
1206,18/08/2010,2,6,11,36,37,48,0,0.0,"Caminhão da Sorte em INDAIATUBA, SP"
1207,21/08/2010,9,11,22,32,35,56,0,0.0,"Caminhão da Sorte em INDAIATUBA, SP"
1208,25/08/2010,1,12,20,26,45,54,0,0.0,"Caminhão da Sorte em CAÇAPAVA, SP"
1209,28/08/2010,5,14,17,30,35,38,0,0.0,"Caminhão da Sorte em CAÇAPAVA, SP"
1210,01/09/2010,3,7,9,10,31,34,0,0.0,"Caminhão da Sorte em SANTA ROSA DE VITERBO, SP"
1211,04/09/2010,3,15,31,36,48,54,7,13217564.89,"Caminhão da Sorte em SANTA ROSA DE VITERBO, SP"
1212,08/09/2010,2,23,33,35,40,50,0,0.0,"Caminhão da Sorte em FEIRA DE SANTANA, BA"
1213,11/09/2010,3,11,26,34,45,53,0,0.0,"Caminhão da Sorte em FEIRA DE SANTANA, BA"
1214,15/09/2010,5,29,30,36,41,48,0,0.0,"Caminhão da Sorte em TEIXEIRA DE FREITAS, BA"
1215,18/09/2010,10,25,30,47,50,51,0,0.0,"Caminhão da Sorte em TEIXEIRA DE FREITAS, BA"
1216,22/09/2010,4,7,13,25,27,58,0,0.0,"Caminhão da Sorte em VIDEIRA, SC"
1217,25/09/2010,5,11,15,28,43,50,0,0.0,"Caminhão da Sorte em VIDEIRA, SC"
1218,29/09/2010,10,23,29,31,33,46,0,0.0,"Caminhão da Sorte em CRUZEIRO, SP"
1219,02/10/2010,2,33,34,37,41,53,0,0.0,"Caminhão da Sorte em CRUZEIRO, SP"
1220,06/10/2010,5,15,43,48,52,55,1,119142144.27,"Caminhão da Sorte em CATALÃO, GO"
1221,09/10/2010,5,14,37,43,46,58,0,0.0,"Caminhão da Sorte em CATALÃO, GO"
1222,13/10/2010,5,8,19,26,48,57,0,0.0,"Caminhão da Sorte em CAMBÉ, PR"
1223,16/10/2010,15,17,35,42,47,48,0,0.0,"Caminhão da Sorte em CAMBÉ, PR"
1224,20/10/2010,19,21,27,41,53,57,1,13344577.42,"Caminhão da Sorte em SÃO RAIMUNDO NONATO, PI"
1225,23/10/2010,31,32,34,40,50,55,1,24970852.82,"Caminhão da Sorte em SÃO RAIMUNDO NONATO, PI"
1226,27/10/2010,10,31,40,50,55,56,0,0.0,"Caminhão da Sorte em JUAZEIRO DO NORTE, CE"
1227,30/10/2010,4,28,30,31,35,54,1,5445377.96,"Caminhão da Sorte em JUAZEIRO DO NORTE, CE"
1228,03/11/2010,10,23,36,50,52,60,0,0.0,"Caminhão da Sorte em TAUÁ, CE"
1229,06/11/2010,12,30,32,40,49,60,0,0.0,"Caminhão da Sorte em TAUÁ, CE"
1230,10/11/2010,9,12,19,22,35,37,0,0.0,"Caminhão da Sorte em BALSAS, MA"
1231,13/11/2010,5,20,23,27,39,49,1,22383261.66,"Caminhão da Sorte em BALSAS, MA"
1232,17/11/2010,8,11,12,15,18,22,0,0.0,"Caminhão da Sorte em Porto Nacional, TO"
1233,20/11/2010,22,29,32,49,54,59,0,0.0,"Caminhão da Sorte em Porto Nacional, TO"
1234,24/11/2010,3,5,19,24,30,35,0,0.0,"Caminhão da Sorte em Natividade, TO"
1235,27/11/2010,10,16,20,26,49,55,0,0.0,"Caminhão da Sorte em Natividade, TO"
1236,01/12/2010,3,8,17,20,38,53,0,0.0,"Caminhão da Sorte em RIO NEGRINHO, SC"
1237,04/12/2010,5,18,21,26,39,59,1,30150521.09,"Caminhão da Sorte em Rio Negrinho, SC"
1238,08/12/2010,13,14,24,39,40,45,0,0.0,"Caminhão da Sorte em Guarulhos, SP"
1239,11/12/2010,1,15,37,39,48,52,0,0.0,"Caminhão da Sorte em Guarulhos, SP"
1240,15/12/2010,8,9,12,22,42,49,0,0.0,"Caminhão da Sorte em COLÍDER, MT"
1241,18/12/2010,10,13,25,26,28,45,0,0.0,"Caminhão da Sorte em COLÍDER, MT"
1242,20/12/2010,11,34,45,48,51,54,0,0.0,"Caminhão da Sorte em Volta Redonda, RJ"
1243,22/12/2010,9,19,23,29,32,57,0,0.0,"Caminhão da Sorte em Volta Redonda, RJ"
1244,24/12/2010,2,8,15,25,34,45,0,0.0,"Caminhão da Sorte em VOLTA REDONDA, RJ"
1245,31/12/2010,2,10,34,37,43,50,4,48598800.01,"Auditório em São Paulo, SP"
1246,05/01/2011,10,37,40,43,57,59,0,0.0,"Caminhão da Sorte em SÃO SEBASTIÃO , SP"
1247,08/01/2011,3,9,11,24,36,51,0,0.0,"Caminhão da Sorte em SÃO SEBASTIÃO, SP"
1248,12/01/2011,20,33,34,57,58,60,0,0.0,"Caminhão da Sorte em ILHABELA, SP"
1249,15/01/2011,3,8,36,40,51,53,1,11177972.67,"Caminhão da Sorte em ILHABELA, SP"
1250,19/01/2011,1,2,24,40,51,59,0,0.0,"Auditório em BRASÍLIA, DF"
1251,22/01/2011,5,27,34,46,48,52,0,0.0,"Auditório em BRASÍLIA, DF"
1252,26/01/2011,2,14,35,39,49,51,0,0.0,"Caminhão da Sorte em ITAPEMA, SC"
1253,29/01/2011,2,17,23,43,44,51,0,0.0,"Caminhão da Sorte em ITAPEMA, SC"
1254,02/02/2011,7,9,14,18,29,39,0,0.0,"Caminhão da Sorte em FLORIANÓPOLIS, SC"
1255,05/02/2011,5,23,38,39,51,54,0,0.0,"Caminhão da Sorte em FLORIANÓPOLIS, SC"
1256,09/02/2011,26,33,35,38,43,53,0,0.0,"Caminhão da Sorte em BALNEÁRIO ARROIO DO SILVA, SC"
1257,12/02/2011,2,15,26,27,30,52,2,26211767.61,"Caminhão da Sorte em BALNEÁRIO ARROIO DO SILVA, SC"
1258,16/02/2011,11,26,47,55,57,59,0,0.0,"Caminhão da Sorte em CAPÃO DA CANOA, RS"
1259,19/02/2011,4,6,39,46,54,58,0,0.0,"Caminhão da Sorte em CAPÃO DA CANOA, RS"
1260,23/02/2011,19,23,29,31,41,53,0,0.0,"Caminhão da Sorte em TRAMANDAÍ, RS"
1261,26/02/2011,10,14,22,41,42,53,0,0.0,"Caminhão da Sorte em TRAMANDAÍ, RS"
1262,02/03/2011,5,7,8,9,11,39,2,16677746.77,"Caminhão da Sorte em PARATY, RJ"
1263,05/03/2011,4,18,26,36,41,53,0,0.0,"Caminhão da Sorte em PARATY, RJ"
1264,09/03/2011,4,17,36,37,51,56,0,0.0,"Caminhão da Sorte em PORANGATU, GO"
1265,12/03/2011,13,19,24,46,50,60,0,0.0,"Caminhão da Sorte em PORANGATU, GO"
1266,16/03/2011,6,10,33,39,42,60,0,0.0,"Caminhão da Sorte em APARECIDA DE GOIÂNIA, GO"
1267,19/03/2011,4,20,30,41,47,58,0,0.0,"Caminhão da Sorte em APARECIDA DE GOIÂNIA, GO"
1268,23/03/2011,3,16,17,44,53,60,0,0.0,"Caminhão da Sorte em Luziânia, GO"
1269,26/03/2011,4,5,15,17,27,51,2,19413790.51,"Caminhão da Sorte em LUZIÂNIA, GO"
1270,30/03/2011,5,9,24,31,33,42,0,0.0,"Caminhão da Sorte em CAPÃO BONITO, SP"
1271,02/04/2011,1,2,39,48,52,59,0,0.0,"Caminhão da Sorte em CAPÃO BONITO, SP"
1272,06/04/2011,13,26,27,28,35,52,0,0.0,"Caminhão da Sorte em PINDAMONHANGABA, SP"
1273,09/04/2011,13,19,26,40,58,60,0,0.0,"Caminhão da Sorte em PINDAMONHANGABA, SP"
1274,13/04/2011,13,17,21,39,40,59,0,0.0,"Caminhão da Sorte em BARRA DO BUGRES, MT"
1275,16/04/2011,2,14,48,55,58,60,0,0.0,"Caminhão da Sorte em BARRA DO BUGRES, MT"
1276,20/04/2011,5,9,11,22,36,40,2,35704303.03,"Caminhão da Sorte em FRANCO DA ROCHA, SP"
1277,23/04/2011,12,18,31,50,59,60,0,0.0,"Caminhão da Sorte em FRANCO DA ROCHA, SP"
1278,27/04/2011,4,16,24,25,30,56,0,0.0,"Caminhão da Sorte em RIBEIRÃO DAS NEVES, MG"
1279,30/04/2011,8,14,29,35,36,40,0,0.0,"Caminhão da Sorte em RIBEIRÃO DAS NEVES, MG"
1280,04/05/2011,6,10,16,20,29,54,0,0.0,"Caminhão da Sorte em CONTAGEM, MG"
1281,07/05/2011,8,11,14,30,36,38,1,34943738.22,"Caminhão da Sorte em CONTAGEM, MG"
1282,11/05/2011,4,23,39,52,55,56,0,0.0,"Caminhão da Sorte em DIAMANTINA, MG"
1283,14/05/2011,8,30,40,44,59,60,0,0.0,"Caminhão da Sorte em DIAMANTINA, MG"
1284,18/05/2011,20,21,26,29,31,36,0,0.0,"Caminhão da Sorte em VITÓRIA DA CONQUISTA, BA"
1285,21/05/2011,10,15,28,31,33,38,0,0.0,"Caminhão da Sorte em VITÓRIA DA CONQUISTA, BA"
1286,25/05/2011,2,5,28,33,51,52,0,0.0,"Caminhão da Sorte em SANTO ANTÔNIO DE JESUS, BA"
1287,28/05/2011,11,12,31,33,42,52,0,0.0,"Caminhão da Sorte em SANTO ANTÔNIO DE JESUS, BA"
1288,01/06/2011,17,30,32,40,42,56,0,0.0,"Caminhão da Sorte em OEIRAS, PI"
1289,04/06/2011,1,3,8,13,27,52,2,26440275.46,"Caminhão da Sorte em OEIRAS, PI"
1290,08/06/2011,2,3,14,23,34,50,0,0.0,"Caminhão da Sorte em MOSSORÓ, RN"
1291,11/06/2011,18,40,47,54,57,58,0,0.0,"Caminhão da Sorte em MOSSORÓ, RN"
1292,15/06/2011,9,11,23,30,31,54,0,0.0,"Caminhão da Sorte em ITABAIANA, SE"
1293,18/06/2011,1,13,24,40,44,50,0,0.0,"Caminhão da Sorte em ITABAIANA, SE"
1294,22/06/2011,4,6,29,48,50,51,0,0.0,"Caminhão da Sorte em CARUARU, PE"
1295,25/06/2011,2,5,15,20,43,57,1,73451540.26,"Caminhão da Sorte em CARUARU, PE"
