concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,valor_premio,local
1561,02/01/2014,23,26,28,54,55,60,0,0.0,"Caminhão da Sorte em LEME, SP"
1562,04/01/2014,10,12,23,37,47,51,0,0.0,"Caminhão da Sorte em LEME, SP"
1563,09/01/2014,1,6,13,20,36,43,1,6872625.83,"Caminhão da Sorte em RIBEIRÃO DAS NEVES, MG"
1564,11/01/2014,25,38,44,46,53,54,1,3219906.28,"Caminhão da Sorte em RIBEIRÃO DAS NEVES, MG"
1565,15/01/2014,18,37,39,41,43,51,0,0.0,"Auditório em OSASCO, SP"
1566,18/01/2014,5,6,11,32,36,60,1,14791263.61,"Caminhão da Sorte em PORTEIRINHA, MG"
1567,22/01/2014,2,15,30,38,48,53,0,0.0,"Auditório em OSASCO, SP"
1568,25/01/2014,19,24,25,28,42,58,0,0.0,"Caminhão da Sorte em ITABUNA, BA"
1569,29/01/2014,5,15,18,31,42,53,0,0.0,"Auditório em OSASCO, SP"
1570,01/02/2014,15,18,24,42,46,56,0,0.0,"Caminhão da Sorte em JUAZEIRO, BA"
1571,05/02/2014,3,29,32,46,55,60,0,0.0,"Auditório em OSASCO, SP"
1572,08/02/2014,20,27,42,45,46,47,0,0.0,"Caminhão da Sorte em SENHOR DO BONFIM, BA"
1573,12/02/2014,7,16,21,35,36,38,0,0.0,"Auditório em OSASCO, SP"
1574,15/02/2014,6,27,28,33,46,48,0,0.0,"Caminhão da Sorte em CRATO, CE"
1575,19/02/2014,1,4,5,14,45,56,1,111503902.49,"Auditório em OSASCO, SP"
1576,22/02/2014,13,15,21,26,30,46,0,0.0,"Caminhão da Sorte em OROBÓ, PE"
1577,26/02/2014,11,14,25,32,51,59,1,7599721.82,"Auditório em OSASCO, SP"
1578,01/03/2014,3,6,30,37,53,56,0,0.0,"Caminhão da Sorte em MADRE DE DEUS, BA"
1579,05/03/2014,25,34,40,49,51,60,0,0.0,"Auditório em OSASCO, SP"
1580,08/03/2014,1,6,14,17,33,36,2,16776243.36,"Caminhão da Sorte em ARROIO DO SILVA, SC"
1581,12/03/2014,14,15,25,30,31,34,0,0.0,"Auditório em OSASCO, SP"
1582,15/03/2014,1,4,13,17,38,48,1,7343875.35,"Caminhão da Sorte em ARROIO DO SILVA, SC"
1583,19/03/2014,2,9,17,18,45,47,0,0.0,"Auditório em OSASCO, SP"
1584,22/03/2014,3,22,27,28,50,54,0,0.0,"Caminhão da Sorte em INDAIAL, SC"
1585,26/03/2014,2,43,47,48,49,55,0,0.0,"Auditório em OSASCO, SP"
1586,29/03/2014,8,39,43,46,47,58,0,0.0,"Caminhão da Sorte em PORTO BELO, SC"
1587,02/04/2014,8,19,21,30,52,56,0,0.0,"Auditório em OSASCO, SP"
1588,05/04/2014,23,29,32,36,45,49,2,25541942.1,"Caminhão da Sorte em ITUPORANGA, SC"
1589,09/04/2014,4,5,11,19,41,51,0,0.0,"Auditório em OSASCO, SP"
1590,12/04/2014,7,20,34,40,44,55,0,0.0,"Caminhão da Sorte em CACHOEIRINHA, RS"
1591,16/04/2014,4,10,23,33,38,55,1,37626306.9,"Auditório em OSASCO, SP"
1592,19/04/2014,31,36,38,41,42,49,0,0.0,"Caminhão da Sorte em PINHEIRAL, RJ"
1593,23/04/2014,4,9,17,18,21,38,1,5259292.04,"Auditório em OSASCO, SP"
1594,26/04/2014,6,7,8,23,43,53,0,0.0,"Caminhão da Sorte em VARGINHA, MG"
1595,30/04/2014,2,5,8,42,46,59,2,10975751.52,"Auditório em OSASCO, SP"
1596,03/05/2014,1,5,7,10,12,45,1,2826993.1,"Caminhão da Sorte em Pedro Leopoldo, MG"
1597,07/05/2014,5,10,16,44,50,52,0,0.0,"Auditório em OSASCO, SP"
1598,10/05/2014,29,31,36,42,47,53,0,0.0,"Caminhão da Sorte em Uberaba, MG"
1599,14/05/2014,3,10,15,35,36,58,1,11882469.39,"Auditório em OSASCO, SP"
1600,17/05/2014,9,23,32,35,46,57,1,17751928.34,"Caminhão da Sorte em BIGUAÇU, SC"
1601,21/05/2014,8,10,24,45,56,60,0,0.0,"Auditório em OSASCO, SP"
1602,24/05/2014,8,12,22,35,40,44,1,7222388.9,"Caminhão da Sorte em CAMPO GRANDE, MS"
1603,28/05/2014,13,20,27,31,53,60,0,0.0,"Auditório em OSASCO, SP"
1604,31/05/2014,2,21,24,27,40,51,0,0.0,"Caminhão da Sorte em DOURADOS, MS"
1605,04/06/2014,9,19,21,30,31,42,0,0.0,"Auditório em OSASCO, SP"
1606,07/06/2014,1,15,37,42,46,54,1,31599293.88,"Caminhão da Sorte em CAMPO MAIOR, PI"
1607,11/06/2014,7,31,32,41,51,52,0,0.0,"Auditório em OSASCO, SP"
1608,14/06/2014,5,6,17,43,54,59,0,0.0,"Caminhão da Sorte em FOZ DO IGUAÇU, PR"
1609,18/06/2014,2,6,13,26,53,60,0,0.0,"Auditório em OSASCO, SP"
1610,21/06/2014,1,4,9,35,36,53,0,0.0,"Caminhão da Sorte em LAGES, SC"
1611,25/06/2014,24,28,47,50,51,58,0,0.0,"Auditório em OSASCO, SP"
1612,28/06/2014,6,13,17,36,42,51,2,21337822.84,"Caminhão da Sorte em NOVA VENEZA, SC"
1613,02/07/2014,4,18,31,44,46,49,0,0.0,"Auditório em OSASCO, SP"
1614,05/07/2014,14,17,21,27,43,49,1,6912438.29,"Caminhão da Sorte em EUNÁPOLIS, BA"
1615,09/07/2014,5,20,26,31,33,44,0,0.0,"Auditório em OSASCO, SP"
1616,12/07/2014,28,31,40,42,46,58,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1617,16/07/2014,3,23,26,31,47,54,2,16075904.16,"Auditório em OSASCO, SP"
1618,19/07/2014,9,20,24,43,51,52,1,3400793.67,"Caminhão da Sorte em JARAGUÁ, GO"
1619,23/07/2014,5,8,17,42,46,47,0,0.0,"Auditório em OSASCO, SP"
1620,26/07/2014,13,23,27,34,38,57,0,0.0,"Caminhão da Sorte em SÃO MIGUEL DO ARAGUAIA, GO"
1621,30/07/2014,10,22,24,38,39,49,1,29279523.38,"Auditório em OSASCO, SP"
1622,02/08/2014,4,5,7,21,45,53,0,0.0,"Caminhão da Sorte em MARATAÍZES, ES"
1623,05/08/2014,33,43,49,50,56,59,0,0.0,"Caminhão da Sorte em URUSSANGA, SC"
1624,07/08/2014,2,27,32,41,47,58,0,0.0,"Auditório em OSASCO, SP"
1625,09/08/2014,11,22,36,40,45,52,0,0.0,"Caminhão da Sorte em URUSSANGA, SC"
1626,13/08/2014,3,5,14,35,43,52,0,0.0,"Auditório em OSASCO, SP"
1627,16/08/2014,20,26,32,41,45,57,1,44340626.24,"Caminhão da Sorte em CRICIÚMA, SC"
1628,20/08/2014,26,29,34,38,50,60,0,0.0,"Auditório em OSASCO, SP"
1629,23/08/2014,4,20,24,35,47,59,0,0.0,"Caminhão da Sorte em CAMAQUÃ, RS"
1630,27/08/2014,1,7,30,43,44,54,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1631,30/08/2014,4,29,44,47,48,60,0,0.0,"Caminhão da Sorte em PELOTAS, RS"
1632,03/09/2014,6,18,24,27,56,59,1,46770615.69,"Estúdio de TV em OSASCO, SP"
1633,06/09/2014,1,2,11,13,36,49,0,0.0,"CAMINHÃO DA SORTE em PASSOS, MG"
1634,10/09/2014,9,10,23,33,44,51,1,7065301.82,"Estúdio de TV em OSASCO, SP"
1635,13/09/2014,8,23,28,30,32,51,0,0.0,"Caminhão da Sorte em VALENÇA, RJ"
1636,17/09/2014,19,26,33,35,51,52,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1637,20/09/2014,1,5,24,47,55,56,0,0.0,"Caminhão da Sorte em CARMO, RJ"
1638,24/09/2014,1,2,38,41,42,58,0,0.0,"Estúdio de TV em OSASCO, SP"
1639,27/09/2014,16,29,34,35,49,51,2,28473749.18,"Caminhão da Sorte em PINHEIROS, ES"
1640,01/10/2014,2,6,18,23,31,46,2,15134013.55,"Estúdio de TV em OSASCO, SP"
1641,04/10/2014,23,29,30,33,46,51,0,0.0,"Caminhão da Sorte em BOA ESPERANÇA, ES"
1642,08/10/2014,3,23,42,43,47,60,0,0.0,"Estúdio de TV em OSASCO, SP"
1643,11/10/2014,16,19,20,28,37,60,0,0.0,"Caminhão da Sorte em CONSELHEIRO PENA, MG"
1644,15/10/2014,10,13,16,22,34,60,0,0.0,"Estúdio de TV em OSASCO, SP"
1645,18/10/2014,8,18,21,31,37,38,0,0.0,"Caminhão da Sorte em Natividade da Serra, SP"
1646,22/10/2014,19,23,34,40,41,58,0,0.0,"Estúdio de TV em OSASCO, SP"
1647,25/10/2014,12,17,23,38,53,54,1,61050152.43,"Caminhão da Sorte em NOVA VENÉCIA, ES"
1648,29/10/2014,15,16,18,20,22,48,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1649,01/11/2014,24,33,38,42,44,54,0,0.0,"Caminhão da Sorte em JUNDIAÍ, SP"
1650,05/11/2014,17,23,29,38,57,60,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1651,08/11/2014,8,27,35,38,41,44,0,0.0,"Caminhão da Sorte em SOROCABA, SP"
1652,12/11/2014,7,24,26,28,44,57,0,0.0,"Estúdio de TV em OSASCO, SP"
1653,14/11/2014,1,21,22,27,32,45,0,0.0,"Estúdio de TV em OSASCO, SP"
1654,19/11/2014,7,16,33,42,50,58,0,0.0,"Estúdio de TV em OSASCO, SP"
1655,22/11/2014,7,24,28,46,53,56,2,67657559.48,"Caminhão da Sorte em MACATUBA, SP"
1656,26/11/2014,4,6,11,43,54,56,0,0.0,"Estúdio de TV em OSASCO, SP"
1657,29/11/2014,7,10,14,37,45,54,1,8336476.39,"Caminhão da Sorte em JAÚ, SP"
1658,03/12/2014,7,11,19,23,40,49,1,3748248.31,"ESTÚDIO DE TV. em OSASCO, SP"
1659,06/12/2014,4,10,20,33,37,49,0,0.0,"Caminhão da Sorte em Barreirinhas, MA"
1660,10/12/2014,8,17,34,38,42,51,1,33639041.43,"Caminhão da Sorte em Osasco, SP"
1661,13/12/2014,13,16,27,43,48,58,0,0.0,"Caminhão da Sorte em CRATEUS, CE"
1662,17/12/2014,10,14,25,29,33,57,2,4077429.91,"ESTÚDIO DE TV em OSASCO, SP"
1663,20/12/2014,18,20,27,40,49,55,0,0.0,"Caminhão da sorte em SÃO JOÃO DO PIAUÍ, PI"
1664,24/12/2014,8,21,23,29,36,48,1,7993708.78,"Caminhão da Sorte em Iguatu, CE"
1665,31/12/2014,1,5,11,16,20,56,4,65823888.16,"ESTÚDIO DE TV em SÃO PAULO, SP"
1666,03/01/2015,1,2,23,27,45,51,0,0.0,"CAMINHÃO DA SORTE em POSSE, GO"
1667,07/01/2015,7,12,24,44,51,56,1,5862774.49,"ESTUDIO DE TV em OSASCO, SP"
1668,10/01/2015,5,40,47,52,55,57,0,0.0,"Caminhão da Sorte em SANTA FÉ DO SUL, SP"
1669,14/01/2015,28,29,31,45,48,49,0,0.0,"Estúdio de TV em Osasco, SP"
1670,17/01/2015,1,17,19,30,33,47,0,0.0,"Auditório da Caixa em BRASÍLIA, DF"
1671,21/01/2015,21,27,31,45,55,56,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1672,24/01/2015,1,3,5,10,20,42,1,33471002.88,"Caminhão da Sorte em GURUPI, TO"
1673,28/01/2015,5,10,23,24,35,47,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1674,31/01/2015,22,30,42,50,58,59,0,0.0,"CAMINHÃO DA SORTE em RIO DAS OSTRAS, RJ"
1675,04/02/2015,3,18,34,35,36,56,1,29353109.38,"ESTÚDIO DE TV em OSASCO, SP"
1676,07/02/2015,1,2,11,37,48,51,0,0.0,"CAMINHÃO DA SORTE em VALENÇA, BA"
1677,11/02/2015,10,15,28,33,51,52,2,3678088.24,"Estúdio de TV em OSASCO, SP"
1678,14/02/2015,9,11,17,19,35,52,0,0.0,"Caminhão da Sorte em PORTO SEGURO, BA"
1679,18/02/2015,1,2,27,28,46,47,1,5548048.14,"Estúdio de TV em OSASCO, SP"
1680,21/02/2015,23,37,38,46,47,51,1,16547485.01,"CAMINHÃO DA SORTE em FLORES DA CUNHA, RS"
1681,25/02/2015,1,6,8,11,33,50,1,3031830.86,"Estúdio de TV em OSASCO, SP"
1682,28/02/2015,7,13,35,37,39,51,0,0.0,"Caminhão da Sorte em IBIRUBÁ, RS"
1683,04/03/2015,4,12,32,33,34,48,1,7199799.02,"Estúdio de TV em OSASCO, SP"
1684,07/03/2015,9,12,18,31,39,50,0,0.0,"Caminhão da Sorte em CANELINHA, SC"
1685,11/03/2015,3,18,31,39,46,51,0,0.0,"Estúdio de TV em OSASCO, SP"
1686,14/03/2015,9,14,37,44,46,55,3,8927028.65,"Caminhão da Sorte em ROSEIRA, SP"
1687,18/03/2015,15,24,37,46,49,58,1,3174732.56,"Estúdio de TV em OSASCO, SP"
1688,21/03/2015,18,23,30,32,42,56,0,0.0,"Caminhão da Sorte em BARRA BONITA, SP"
1689,25/03/2015,2,5,13,27,41,53,2,3610233.13,"Estúdio de TV em OSASCO, SP"
1690,28/03/2015,21,24,26,35,45,53,0,0.0,"Caminhão da Sorte em PIRAJUÍ, SP"
1691,01/04/2015,1,10,24,39,45,58,0,0.0,"Estúdio de TV em OSASCO, SP"
1692,04/04/2015,11,13,14,27,44,56,0,0.0,"Caminhão da Sorte em CABREÚVA, SP"
1693,08/04/2015,5,15,18,19,21,38,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1694,11/04/2015,20,29,34,37,45,57,1,46904093.93,"Caminhão da sorte em SÃO LOURENÇO DO SUL, RS"
1695,15/04/2015,24,36,38,43,44,58,0,0.0,"Estúdio de TV em OSASCO, SP"
1696,18/04/2015,1,12,17,31,37,46,1,32909935.88,"Caminhão da Sorte em MARÍLIA, SP"
1697,22/04/2015,8,23,30,51,53,58,0,0.0,"ESTÚDIO DE TV. em OSASCO, SP"
1698,25/04/2015,11,13,24,28,44,45,0,0.0,"Caminhão da Sorte em ITANHAEM, SP"
1699,29/04/2015,1,6,10,30,33,38,0,0.0,"Estúdio de TV em OSASCO, SP"
1700,02/05/2015,15,18,41,48,50,58,1,31494038.01,"Caminhão da Sorte em REGISTRO, SP"
1701,05/05/2015,3,9,18,32,40,56,1,2018423.55,"Caminhão da Sorte em APARECIDA DE GOIÂNIA, GO"
1702,07/05/2015,17,19,33,35,39,52,1,2757367.25,"Caminhão da Sorte em APARECIDA DE GOIÂNIA, GO"
1703,09/05/2015,3,23,26,35,39,49,0,0.0,"Caminhão da Sorte em APARECIDA DE GOIÂNIA, GO"
1704,13/05/2015,1,7,11,32,51,59,0,0.0,"Estúdio de TV em OSASCO, SP"
1705,16/05/2015,25,27,29,37,50,51,0,0.0,"Caminhão da Sorte em GOVERNADOR LINDENBERG, ES"
1706,20/05/2015,12,31,34,36,48,56,1,29938493.6,"ESTÚDIO DE TV em OSASCO, SP"
1707,23/05/2015,7,16,20,27,36,52,0,0.0,"CAMINHÃO DA SORTE em IPORÁ, GO"
1708,27/05/2015,17,29,32,38,45,50,0,0.0,"Estúdio de TV em OSASCO, SP"
1709,30/05/2015,7,19,30,35,42,47,0,0.0,"Caminhão da Sorte em JAPERI, RJ"
1710,03/06/2015,7,21,28,56,58,59,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1711,06/06/2015,22,26,38,39,45,50,0,0.0,"CAMINHÃO DA SORTE em PIQUEROBI, SP"
1712,10/06/2015,2,12,19,29,50,59,0,0.0,"Estudio de TV em OSASCO, SP"
1713,13/06/2015,3,10,16,23,27,29,2,31598692.07,"Caminhão da Sorte em ITABAIANA, SE"
1714,17/06/2015,2,8,24,36,51,52,0,0.0,"Estúdio de TV em OSASCO, SP"
1715,20/06/2015,16,20,35,40,53,60,0,0.0,"Caminhão da Sorte em SÃO MANUEL, SP"
1716,24/06/2015,2,25,36,41,42,53,1,40781877.95,"ESTÚDIO DE TV em OSASCO, SP"
1717,27/06/2015,2,9,16,37,44,58,0,0.0,"CAMINHÃO DA SORTE em PIRAPOZINHO, SP"
1718,01/07/2015,4,30,31,32,47,53,0,0.0,"Estúdio de TV em OSASCO, SP"
1719,04/07/2015,1,22,31,34,44,54,0,0.0,"Caminhão da Sorte em GARÇA, SP"
1720,07/07/2015,18,23,31,39,49,57,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1721,09/07/2015,4,12,19,33,36,38,1,36404331.56,"ESTUDIO DE TV em OSASCO, SP"
1722,11/07/2015,9,23,39,41,49,58,0,0.0,"Caminhão da Sorte em IPAMERI, GO"
1723,15/07/2015,14,27,30,46,52,60,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1724,18/07/2015,27,33,37,39,58,60,0,0.0,"CAMINHÃO DA SORTE em SÃO JOSÉ DOS PINHAIS, PR"
1725,22/07/2015,16,18,26,30,31,34,0,0.0,"Estúdio de TV em OSASCO, SP"
1726,25/07/2015,3,10,42,49,54,57,0,0.0,"Caminhão da Sorte em LONTRAS, SC"
1727,29/07/2015,4,6,19,20,40,41,1,46391009.23,"ESTÚDIO DE TV em OSASCO, SP"
1728,01/08/2015,3,8,28,39,42,59,0,0.0,"CAMINHÃO DA SORTE em IPANEMA, MG"
1729,04/08/2015,7,14,23,43,44,53,0,0.0,"Estúdio de TV em OSASCO, SP"
1730,06/08/2015,1,10,17,24,42,51,2,13940874.15,"Estúdio de TV em OSASCO, SP"
1731,08/08/2015,5,18,27,43,49,59,0,0.0,"CAMINHÃO DA SORTE em BOM JESUS DA LAPA, BA"
1732,12/08/2015,25,34,38,45,53,60,1,7041557.17,"ESTÚDIO DE TV em OSASCO, SP"
1733,15/08/2015,3,5,9,14,41,46,1,3330428.53,"CAMINHÃO DA SORTE em ARACRUZ, ES"
1734,19/08/2015,12,17,25,29,41,52,0,0.0,"Estúdio de TV em OSASCO, SP"
1735,22/08/2015,6,16,33,34,45,46,0,0.0,"Caminhão da Sorte em COLATINA, ES"
1736,26/08/2015,12,13,24,29,32,41,0,0.0,"ESTÚDIO DE TV em OSASCO, SP"
1737,29/08/2015,5,8,42,50,51,59,0,0.0,"CAMINHÃO DA SORTE em ALTO RIO NOVO, ES"
1738,02/09/2015,12,28,37,46,48,53,1,38615395.78,"Estúdio de TV em OSASCO, SP"
1739,05/09/2015,9,10,17,32,34,46,0,0.0,"Caminhão da Sorte em ITAPEMIRIM, ES"
1740,09/09/2015,10,15,25,38,47,53,0,0.0,"Estúdio de TV em OSASCO, SP"
1741,12/09/2015,15,18,20,32,48,49,1,31114779.74,"Caminhão da Sorte em JUIZ DE FORA, MG"
1742,16/09/2015,11,19,21,23,27,52,0,0.0,"CAMINHÃO DA SORTE em PITANGUI, MG"
1743,19/09/2015,4,10,29,31,34,35,0,0.0,"Caminhão da Sorte em PITANGUI, MG"
1744,23/09/2015,9,12,14,29,42,56,0,0.0,"Caminhão da Sorte em ITAOCARA, RJ"
1745,26/09/2015,9,13,18,47,52,60,0,0.0,"CAMINHÃO DA SORTE em ITAOCARA, RJ"
1746,30/09/2015,6,18,37,40,41,58,0,0.0,"Caminhão da Sorte em VIÇOSA, MG"
1747,03/10/2015,6,33,34,48,53,59,2,23221167.26,"Caminhão da Sorte em VIÇOSA, MG"
1748,07/10/2015,2,10,13,41,49,53,0,0.0,"Auditorio em BRASILIA, DF"
1749,10/10/2015,3,13,14,29,33,43,0,0.0,"Caminhão da Sorte em IPORÃ, PR"
1750,13/10/2015,15,17,20,31,41,48,0,0.0,"Caminhão da Sorte em MAIRINQUE, SP"
1751,15/10/2015,15,22,23,42,51,57,0,0.0,"Caminhão da sorte em MAIRINQUE, SP"
1752,17/10/2015,9,36,37,53,55,60,0,0.0,"Caminhão da Sorte em MAIRINQUE, SP"
1753,21/10/2015,8,15,29,35,45,54,1,47335685.52,"Caminhão da Sorte em MANAUS, AM"
1754,24/10/2015,20,27,30,31,40,53,0,0.0,"Caminhão da Sorte em MANAUS, AM"
1755,28/10/2015,2,5,8,18,30,48,0,0.0,"CAMINHÃO DA SORTE em UBATUBA, SP"
1756,31/10/2015,6,13,14,28,35,45,0,0.0,"CAMINHÃO DA SORTE em UBATUBA, SP"
1757,04/11/2015,13,25,28,37,43,56,0,0.0,"Caminhão da Sorte em PRESIDENTE FIGUEIREDO, AM"
1758,07/11/2015,6,11,16,23,36,42,0,0.0,"Caminhão da Sorte em PRESIDENTE FIGUEIREDO, AM"
1759,10/11/2015,2,14,21,22,51,60,0,0.0,"Caminhão da Sorte em MANACAPURU, AM"
1760,13/11/2015,10,24,25,36,47,48,0,0.0,"Caminhão da Sorte em MANACAPURU, AM"
1761,14/11/2015,9,10,36,50,53,55,0,0.0,"Caminhão da Sorte em MANACAPURU, AM"
1762,18/11/2015,26,32,42,45,55,59,0,0.0,"CAMINHÃO DA SORTE em SANTO ANASTÁCIO, SP"
1763,21/11/2015,9,12,15,21,31,36,0,0.0,"CAMINHÃO DA SORTE em SANTO ANASTÁCIO, SP"
1764,25/11/2015,6,7,29,39,41,55,1,205329753.89,"Caminhão da Sorte em CANDIDO MOTA, SP"
1765,28/11/2015,1,6,28,37,56,58,0,0.0,"Caminhão da Sorte em CÂNDIDO MOTA, SP"
1766,02/12/2015,22,23,41,46,53,60,0,0.0,"Caminhão da Sorte em JI-PARANÁ, RO"
1767,05/12/2015,16,26,35,39,44,45,0,0.0,"Caminhão da Sorte em JI-PARANÁ, RO"
1768,09/12/2015,5,7,11,34,35,50,0,0.0,"Caminhão da sorte em VILHENA, RO"
1769,12/12/2015,32,37,44,47,54,60,0,0.0,"CAMINHÃO DA SORTE em VILHENA, RO"
1770,16/12/2015,11,26,27,30,34,41,0,0.0,"CAMINHÃO DA SORTE em TARUMIRIM, MG"
1771,19/12/2015,2,20,27,28,32,38,0,0.0,"Caminhão da Sorte em TARUMIRIM, MG"
1772,22/12/2015,12,19,27,39,41,45,2,98688974.76,"Espaço Caixa Loterias em SÃO PAULO, SP"
1773,24/12/2015,15,30,39,41,45,59,0,0.0,"Caminhão da Sorte em SANTA FÉ DO SUL, SP"
1774,26/12/2015,1,12,20,30,52,60,0,0.0,"Caminhão da Sorte em SANTA FÉ DO SUL, SP"
1775,31/12/2015,2,18,31,42,51,56,6,41088919.05,"Estúdio de TV Globo em SÃO PAULO, SP"
1776,02/01/2016,10,11,14,19,39,48,0,0.0,"Caminhão da Sorte em MANHUMIRIM, MG"
1777,06/01/2016,4,19,38,44,52,55,0,0.0,"CAMINHÃO DA SORTE em CONCEIÇÃO DA BARRA, ES"
1778,09/01/2016,4,10,38,40,45,48,0,0.0,"CAMINHÃO DA SORTE em CONCEIÇÃO DA BARRA, ES"
1779,12/01/2016,12,25,30,39,56,57,0,0.0,"CAMINHÃO DA SORTE em SERRA, ES"
1780,14/01/2016,6,20,22,31,33,34,0,0.0,"CAMINHÃO DA SORTE em SERRA, ES"
1781,16/01/2016,1,8,22,49,52,53,2,12626122.54,"Caminhão da Sorte em SERRA, ES"
1782,20/01/2016,6,18,34,47,52,57,0,0.0,"Caminhão da Sorte em PONTE NOVA, MG"
1783,23/01/2016,4,6,16,18,21,38,0,0.0,"Caminhão da Sorte em PONTE NOVA, MG"
1784,27/01/2016,4,15,26,30,54,55,0,0.0,"Caminhão da Sorte em LEOPOLDINA, MG"
1785,30/01/2016,5,11,27,41,42,54,0,0.0,"Caminhão da Sorte em LEOPOLDINA, MG"
1786,02/02/2016,2,6,8,21,25,34,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1787,04/02/2016,1,5,13,25,26,29,2,17008680.52,"Espaço Caixa Loterias em SÃO PAULO, SP"
1788,06/02/2016,3,13,42,45,56,59,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1789,10/02/2016,6,25,43,57,58,59,0,0.0,"Caminhão da Sorte em FORTALEZA, CE"
1790,13/02/2016,11,13,26,27,28,50,0,0.0,"Caminhão da Sorte em FORTALEZA, CE"
1791,17/02/2016,12,18,46,50,53,55,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1792,20/02/2016,2,16,17,18,41,47,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1793,24/02/2016,13,14,22,54,56,58,1,35196529.96,"Caminhão da Sorte em CAXIAS DO SUL, RS"
1794,27/02/2016,1,5,34,37,40,60,1,2942618.04,"Caminhão da Sorte em CAXIAS DO SUL, RS"
1795,02/03/2016,30,42,47,50,55,58,0,0.0,"Caminhão da Sorte em CAXIAS DO SUL, RS"
1796,05/03/2016,22,23,34,48,53,54,1,23818040.93,"Caminhão da Sorte em CAXIAS DO SUL, RS"
1797,08/03/2016,2,13,14,35,54,57,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1798,10/03/2016,2,9,23,28,45,53,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1799,12/03/2016,1,3,4,39,51,53,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1800,16/03/2016,6,11,16,19,31,56,1,22054205.88,"Espaço Caixa Loterias em SÃO PAULO, SP"
1801,19/03/2016,6,19,34,43,45,54,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1802,23/03/2016,2,6,13,14,17,44,0,0.0,"Caminhão da Sorte em CANELA, RS"
1803,26/03/2016,4,8,29,38,49,50,0,0.0,"Caminhão da Sorte em CANELA, RS"
1804,30/03/2016,20,21,28,48,50,59,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1805,02/04/2016,17,22,27,31,49,57,0,0.0,"Espaço CAIXA Loterias em SÃO PAULO, SP"
1806,06/04/2016,11,20,35,42,55,58,0,0.0,"Caminhão da Sorte em SÃO DOMINGOS, SC"
1807,09/04/2016,1,15,16,22,25,43,0,0.0,"Caminhão da Sorte em SÃO DOMINGOS, SC"
1808,13/04/2016,2,14,20,25,41,45,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1809,16/04/2016,9,12,23,24,46,54,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1810,20/04/2016,1,10,25,43,50,56,1,92303225.84,"Caminhão da Sorte em UMUARAMA, PR"
1811,23/04/2016,5,17,32,35,37,57,0,0.0,"Caminhão da Sorte em UMUARAMA, PR"
1812,27/04/2016,20,23,32,34,37,45,0,0.0,"Caminhão da Sorte em GUAÍRA, PR"
1813,30/04/2016,9,11,13,15,19,51,0,0.0,"Caminhão da Sorte em GUAÍRA, PR"
1814,03/05/2016,9,11,27,46,51,53,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1815,05/05/2016,8,11,25,39,41,60,3,10829320.16,"Espaço Caixa Loterias em SÃO PAULO, SP"
1816,07/05/2016,5,10,12,22,28,46,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1817,11/05/2016,1,4,26,39,47,55,0,0.0,"Caminhão da Sorte em SORRISO, MT"
1818,14/05/2016,2,6,10,15,53,56,0,0.0,"Caminhão da Sorte em SORRISO, MT"
1819,18/05/2016,17,18,26,30,33,37,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1820,21/05/2016,3,19,23,27,40,45,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1821,25/05/2016,19,22,31,36,52,53,2,19896531.79,"Caminhão da Sorte em ALTO JEQUITIBÁ, MG"
1822,28/05/2016,1,22,26,43,50,53,0,0.0,"Caminhão da Sorte em ALTO JEQUITIBÁ, MG"
1823,01/06/2016,4,9,21,34,54,59,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
1824,04/06/2016,5,6,12,19,30,60,0,0.0,"Espaço Caixa Loterias em SÃO PAULO, SP"
