concurso,data,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,ganhadores_6_acertos,premio_6_acertos,acumulado,local
2932,25/10/2025,04,13,25,36,40,53,1,96166949.14,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2933,28/10/2025,01,18,22,42,48,50,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2934,30/10/2025,09,17,23,26,33,59,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2935,01/11/2025,09,18,28,34,38,57,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2936,04/11/2025,04,07,09,15,29,32,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2937,06/11/2025,12,17,26,34,44,52,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2938,08/11/2025,10,14,15,35,44,56,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2939,11/11/2025,22,31,33,37,42,49,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2940,14/11/2025,07,08,09,13,22,53,1,99085707.38,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2941,18/11/2025,14,30,33,35,48,51,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2942,22/11/2025,12,30,40,46,54,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2943,25/11/2025,08,29,30,36,39,60,1,14986158.02,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2944,27/11/2025,08,15,23,39,40,59,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2945,29/11/2025,01,02,03,07,27,33,1,27233418.65,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2946,02/12/2025,04,13,17,21,49,54,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2947,04/12/2025,04,10,15,37,39,44,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2948,06/12/2025,06,24,37,52,53,58,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2949,09/12/2025,04,06,11,38,49,54,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2950,11/12/2025,21,23,42,49,50,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2951,13/12/2025,05,08,30,31,37,45,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2952,16/12/2025,01,20,45,48,51,58,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2953,18/12/2025,05,10,24,25,47,54,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2954,20/12/2025,01,09,37,39,42,44,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2955,01/01/2026,09,13,21,32,33,59,6,181892881.09,True,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2956,06/01/2026,10,18,21,24,43,47,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2957,08/01/2026,19,28,36,37,48,52,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2958,10/01/2026,07,09,14,35,42,49,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2959,13/01/2026,18,26,35,41,44,45,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2960,15/01/2026,03,13,15,16,46,47,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2961,17/01/2026,10,13,55,56,59,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2962,20/01/2026,06,29,33,38,53,56,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2963,22/01/2026,06,20,34,44,53,57,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2964,24/01/2026,03,09,15,17,30,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2965,27/01/2026,01,20,22,23,35,57,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2966,29/01/2026,06,07,09,43,44,53,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2967,31/01/2026,01,06,38,47,56,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2968,03/02/2026,10,11,22,26,36,46,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2969,05/02/2026,01,02,05,14,18,32,1,141844705.71,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2970,07/02/2026,22,32,37,41,42,59,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2971,10/02/2026,01,27,39,40,46,56,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2972,12/02/2026,09,10,15,46,49,51,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2973,14/02/2026,16,24,27,31,45,46,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2974,19/02/2026,03,10,12,19,37,40,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2975,21/02/2026,07,10,17,35,44,46,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2976,24/02/2026,07,09,10,21,28,43,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2977,26/02/2026,08,19,27,32,38,52,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2978,28/02/2026,06,09,13,20,42,50,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2979,03/03/2026,18,27,37,43,47,53,1,158039482.14,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2980,05/03/2026,03,14,27,33,43,45,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2981,07/03/2026,15,22,27,32,50,58,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2982,10/03/2026,02,35,41,46,49,58,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2983,12/03/2026,03,15,30,32,40,52,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2984,14/03/2026,06,11,15,28,42,60,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2985,17/03/2026,06,08,21,32,41,60,3,34856052.53,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2986,19/03/2026,01,05,13,26,41,53,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2987,21/03/2026,16,17,20,28,46,47,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2988,24/03/2026,21,23,28,36,57,58,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2989,26/03/2026,06,14,28,31,56,59,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2990,28/03/2026,06,14,18,29,30,44,1,37983331.58,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2991,31/03/2026,04,14,19,23,36,53,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2992,04/04/2026,04,17,23,33,36,49,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
2993,07/04/2026,03,15,31,42,43,51,0,0.0,False,"ESPAÇO DA SORTE em SÃO PAULO, SP"
